-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
-1.000000	5.381365
